id	charter	title1	black	hisp	white	locale	type	studentteacherratio	students	shooting
250861001362	FALSE	TRUE	0.04390243902	0.07804878049	0.5682926829	Urban	Elementary	11.12	410	FALSE
560522000562	FALSE	FALSE	0	0	0.8387096774	Town	High	10.33	31	FALSE
402100001869	FALSE		0.0265654649	0.06831119545	0.7552182163		Elementary	17.57	527	FALSE
401758002678	FALSE		0.004366812227	0.1048034934	0.6812227074		Middle	14.93	229	FALSE
250528000780	FALSE	TRUE	0.01449275362	0.193236715	0.7487922705	Suburb	Elementary	8.21	207	FALSE
231125000431	FALSE	TRUE	0.01923076923	0	0.875	Rural	Middle	8.12	104	FALSE
250180000032	FALSE	TRUE	0.04021447721	0.1072386059	0.7801608579	Suburb	Elementary	12.11	373	FALSE
250705001057	FALSE	TRUE	0.02284263959	0.1091370558	0.8299492386	Suburb	Elementary	13.73	394	FALSE
231481500388	FALSE	TRUE	0.003289473684	0.01973684211	0.9309210526	Rural	Elementary	12.83	304	FALSE
251284002114	FALSE	TRUE	0.05699481865	0.0518134715	0.7979274611	Suburb	Elementary	14.6	193	FALSE
250279002687	FALSE	TRUE	0.2543554007	0.3763066202	0.3135888502	Urban	Middle	12.93	287	FALSE
510339001494	FALSE	TRUE	0.01282051282	0.03846153846	0.8948717949	Town	Elementary	14.72	390	FALSE
450264000705	FALSE	TRUE	0.2915360502	0.065830721	0.605015674	Rural	Elementary	16.7	319	FALSE
231077000925	FALSE	TRUE	0.006479481641	0.01079913607	0.9438444924	Town	Middle	13.34	463	FALSE
422055006514	FALSE	TRUE	0.0548245614	0.04166666667	0.7390350877	Suburb	Elementary	14.67	456	FALSE
370327000752	FALSE	TRUE	0.9566787004	0.02527075812	0.01444043321	Urban	Middle	14.97	277	FALSE
450117001161	FALSE	FALSE	0.1396103896	0.1282467532	0.6103896104	Suburb	Elementary	17.25	616	FALSE
300387000077			0.03814713896	0.2125340599	0.4359673025		Elementary	14.35	367	FALSE
220081000574	FALSE	TRUE	0.2283236994	0.01156069364	0.7052023121	Town	High	17.99	346	FALSE
370003000202	FALSE	TRUE	0.3723849372	0.5052301255	0.07426778243	Urban	High	14.94	956	FALSE
160324000549	FALSE	TRUE	0.03938730853	0.2122538293	0.6783369803	Town	Elementary	19.45	457	FALSE
370162000685	FALSE	TRUE	0.0612244898	0.06734693878	0.8204081633	Suburb	Elementary	16.38	490	FALSE
